Distance (µm),C At%,Si At%,O At%,F At%,K At%,Na At%,Ti At%,Fe At%,B At%,
0.256882237857741,22.23882,75.6946,1.186952,0.364111,0.480177,0.035344,0,0,0,
0.260716301109349,22.69062,73.97495,0.692354,1.640153,0.168632,0.24647,0.586815,0,0,
0.264550364360957,21.13841,75.87124,1.015457,0.515325,0.560853,0.331163,0.521413,0.046137,0,
0.268384427612565,21.79761,77.24834,0,0.744003,0,0.210052,0,0,0,
0.272218490864173,21.50742,75.58298,0.973507,1.093173,0.509235,0.333689,0,0,0,
0.276052554115781,20.285,77.23598,0.854574,0.342032,0.306716,0.305362,0,0.015679,0.654649,
0.279886617367389,22.63942,75.08305,0.882615,0.964254,0.047385,0,0.224996,0.158282,0,
0.283720680618998,21.21662,75.69334,1.556084,0.147615,0.808957,0.162289,0.024617,0.390479,0,
0.287554743870606,21.37514,77.63593,0.270301,0.291747,0,0,0.241702,0.185178,0,
0.291388807122214,16.65432,78.21573,1.36426,0.761796,0.256445,0,0,0,2.747448,
0.295222870373822,21.70474,75.21075,0,1.278008,0.886498,0.274456,0,0.142545,0.503014,
0.29905693362543,23.54296,73.09662,1.127949,1.144411,0.873893,0,0,0.214171,0,
0.302890996877038,19.02487,78.15441,0.398872,0.470731,0.758887,0.17238,0,0,1.019856,
0.306725060128646,20.88301,75.27729,1.082651,0.724617,0.68208,0.605378,0,0.294968,0.450006,
0.310559123380254,20.04272,76.8184,0.984212,1.027592,0.617174,0.131337,0,0.378573,0,
0.314393186631862,20.41711,76.60653,0.899295,1.312715,0,0,0.162176,0.151593,0.450585,
0.31822724988347,18.6455,78.18358,1.28267,0.879237,0.774111,0.219298,0,0.015608,0,
0.322061313135078,24.34231,72.51102,0.989061,0.400304,0.936779,0.053029,0.032678,0,0.734812,
0.325895376386686,23.04121,73.36652,0.705726,1.297992,1.177873,0,0.410678,0,0,
0.329729439638294,26.11605,72.01206,0.675638,0.385442,0.174353,0.086054,0,0.143263,0.40714,
0.333563502889902,22.91412,73.6619,1.069073,1.758032,0.480308,0.051723,0.064839,0,0,
0.33739756614151,19.01438,78.40856,0.593034,0.586193,0.455627,0.369423,0.498748,0.074034,0,
0.341231629393118,23.13477,75.65202,0.232057,0.244198,0.405727,0,0.331232,0,0,
0.345065692644726,22.94426,73.07068,1.448406,0.537086,1.607566,0,0,0.392007,0,
0.348899755896335,22.48154,76.19402,0,0.548586,0.496453,0.260167,0.019237,0,0,
0.352733819147943,19.44001,77.85024,1.353695,0.343339,0.578041,0.062322,0.328616,0.043735,0,
0.356567882399551,22.37124,71.6458,0.498813,1.232075,0.199255,0.075503,0.677496,0.525551,2.774266,
0.360401945651159,24.63717,71.97166,0.521563,2.029026,0.518274,0.109977,0.212323,0,0,
0.364236008902767,21.5726,74.64366,1.143586,0.453599,0.491154,0.460255,0.168659,0.121723,0.944759,
0.368070072154375,23.69079,73.78957,0.707646,0.762949,0.553155,0.495886,0,0,0,
0.371904135405983,20.18484,76.62442,1.214931,1.136762,0.685428,0,0.028232,0.125384,0,
0.375738198657591,25.69184,71.80515,0.628538,1.286484,0.168184,0,0.186148,0.233663,0,
0.379572261909199,20.70947,75.36755,0,0.945199,1.313439,0.015938,0,0,1.648413,
0.383406325160807,19.95669,76.2532,1.602484,0.562253,0.919917,0.214212,0.350263,0.140987,0,
0.387240388412415,25.82036,70.62915,0.927729,0.691307,1.112671,0.152089,0.127994,0.538702,0,
0.391074451664024,24.43501,71.51104,0.809358,1.122491,0.656079,0.613041,0,0,0.852981,
0.394908514915632,24.09866,72.98969,0.379399,0.909382,1.622873,0,0,0,0,
0.39874257816724,22.97921,73.49955,2.187308,0.469349,0.676361,0.127648,0.060577,0,0,
0.402576641418848,26.32451,71.36986,0.682689,0.161699,1.238528,0,0,0.222712,0,
0.406410704670456,22.8955,71.98419,1.100391,0.714979,0.962191,0.00858,0,0.393382,1.940786,
0.410244767922064,20.40977,73.8281,2.049321,2.608671,0.523845,0.580298,0,0,0,
0.414078831173672,25.67648,71.06828,1.690505,0.732234,0.832505,0,0,0,0,
0.41791289442528,20.51984,75.7774,0.99327,1.770566,0.619929,0,0,0.318994,0,
0.421746957676888,24.11325,70.4892,1.843033,0.721716,1.791883,0,0.797352,0.243567,0,
0.425581020928496,21.64499,71.29063,1.940351,1.411981,1.211278,0.808386,0.234901,0.201028,1.256454,
0.429415084180104,25.55289,70.26358,1.758462,0.513302,1.437541,0,0,0.474221,0,
0.433249147431712,24.67354,70.12301,1.416505,1.777044,1.423881,0.229425,0,0.326443,0.030155,
0.43708321068332,23.13937,71.58408,0.428616,2.485407,1.575404,0.786195,0.000925,0,0,
0.440917273934928,25.56476,68.7664,2.161208,2.448456,0.767021,0.272243,0,0.019917,0,
0.444751337186536,25.54872,68.21069,1.341189,1.755233,2.693628,0.049225,0.253955,0.147359,0,
0.448585400438144,27.73818,68.16114,1.666716,0.954274,1.311867,0,0.167818,0,0,
0.452419463689752,23.58036,71.8866,1.812656,1.332687,1.139809,0.204064,0,0.043815,0,
0.456253526941361,26.23885,68.10204,1.542959,0.955712,1.164109,0,0,0,1.99633,
0.460087590192969,22.09605,74.06947,0.922414,1.176518,1.660108,0,0,0.075447,0,
0.463921653444577,25.72842,69.22799,1.819076,1.474644,1.694323,0,0,0.055546,0,
0.467755716696185,22.03343,71.23314,2.492361,1.933148,1.775002,0.293263,0,0.23966,0,
0.471589779947793,25.86756,65.52328,1.501346,2.325018,1.670488,0.01746,0,0.237178,2.857671,
0.475423843199401,24.26312,68.17434,2.070234,1.291838,2.481946,0.261656,0.012345,0,1.444528,
0.479257906451009,31.57351,61.51679,1.901855,2.715027,2.045733,0.097916,0.053984,0.095182,0,
0.483091969702617,29.31119,63.03999,2.616437,2.181535,2.6743,0,0,0.17655,0,
0.486926032954225,28.56337,62.07638,2.435067,1.99513,4.155907,0,0.246452,0.527699,0,
0.490760096205833,29.43756,61.79572,3.045808,2.455283,2.807343,0.281737,0.002105,0.17445,0,
0.494594159457441,27.16779,62.63807,3.177161,2.478571,3.126544,0.442773,0.017611,0.316917,0.634558,
0.49842822270905,28.836,61.35827,2.674217,2.943856,3.131294,0.238892,0,0.817471,0,
0.502262285960658,29.6367,59.66548,3.571261,2.163688,3.45571,0.66186,0.034749,0,0.810556,
0.506096349212266,30.80475,55.31095,3.30465,1.781422,5.038597,0.807981,0,0.343796,2.607858,
0.509930412463874,31.49471,56.16487,3.893402,4.068206,4.105817,0.192787,0,0.080204,0,
0.513764475715482,29.70848,57.82249,2.72094,4.676133,4.496727,0.102599,0.472631,0,0,
0.51759853896709,32.60099,55.9297,3.576912,3.276916,4.382413,0,0.233073,0,0,
0.521432602218698,32.72272,55.20564,3.83467,3.219404,4.749851,0.252003,0.008953,0.006759,0,
0.525266665470306,31.89294,55.37802,3.784008,3.496594,4.855576,0.297647,0,0.295213,0,
0.529100728721914,31.65725,58.02556,2.16887,3.196621,4.372729,0.578975,0,0,0,
0.532934791973522,29.15913,56.76085,4.197871,3.995132,5.11422,0.574314,0,0.198477,0,
0.53676885522513,28.89712,58.21229,3.181164,3.948279,5.566889,0.194254,0,0,0,
0.540602918476738,34.09609,53.72455,4.107668,3.670749,4.082374,0.131681,0,0.186885,0,
0.544436981728347,34.69337,54.50173,1.58128,4.599392,4.624222,0,0,0,0,
0.548271044979955,27.33361,57.81998,4.828509,4.117142,5.86526,0.011719,0.023776,0,0,
0.552105108231563,29.81587,57.41746,3.873503,3.412429,5.384537,0.085749,0,0.010451,0,
0.555939171483171,23.56454,63.12882,2.802735,4.055152,4.880178,0.813585,0.476813,0.278179,0,
0.559773234734779,24.44403,60.93925,2.958596,4.185714,5.285031,0.158283,0,0.229471,1.799629,
0.563607297986387,20.54604,66.27845,2.259326,4.164007,6.071096,0.252712,0.428368,0,0,
0.567441361237995,25.06181,63.98199,1.928967,3.373134,4.511044,0.286523,0,0,0.856527,
0.571275424489603,23.09142,62.7684,4.250392,4.796081,3.589601,0.3856,0.540939,0.577569,0,
0.575109487741211,23.60818,65.46725,3.198598,3.255411,4.070967,0,0.361288,0.038304,0,
0.578943550992819,27.18624,60.28325,3.505903,2.992136,5.168682,0.492799,0.370984,0,0,
0.582777614244427,26.42112,61.96752,2.133765,4.593333,3.741314,0.691634,0.45132,0,0,
0.586611677496035,22.9154,62.91592,3.123016,4.644477,3.852349,0.450645,0.016995,0,2.081193,
0.590445740747643,29.07638,58.81311,4.100791,3.380841,4.016888,0.29089,0,0.321103,0,
0.594279803999251,29.04071,60.2515,2.173402,2.685769,5.172639,0.591624,0.08436,0,0,
0.598113867250859,27.49979,61.80122,2.799417,3.085339,4.327608,0.016719,0,0.469905,0,
0.601947930502468,26.3177,62.34401,3.525724,2.414925,4.726785,0.178671,0,0.492179,0,
0.605781993754076,23.89941,65.17303,2.932868,2.758092,5.236595,0,0,0,0,
0.609616057005683,19.04181,69.80096,3.071055,3.640934,3.893372,0.551868,0,0,0,
0.613450120257292,21.07362,66.42392,3.135352,2.540347,4.142622,0,0.147762,0.621018,1.915362,
0.6172841835089,23.51187,66.9515,1.889227,3.261608,3.953505,0.230731,0.201558,0,0,
0.621118246760508,25.28577,67.15916,3.320288,1.739008,2.495766,0,0,0,0,
0.624952310012116,26.37439,68.18836,1.35668,1.6866,2.342584,0.051381,0,0,0,
0.628786373263724,24.5791,64.21082,1.442278,1.317879,3.24396,1.378842,0,0.251766,3.575361,
0.632620436515332,24.11893,67.37361,2.115373,0.973244,2.88576,0.089808,0,0,2.443276,
0.63645449976694,22.74853,71.31236,1.044983,2.582723,2.154679,0.130266,0.026458,0,0,
0.640288563018548,26.69687,65.5236,2.588844,2.116796,2.48576,0.175105,0,0.41303,0,
0.644122626270156,22.29266,70.69272,1.722664,2.500842,2.014902,0.347822,0,0.428392,0,
0.647956689521764,24.26666,70.66482,1.409835,0.779281,2.190162,0.273368,0.009172,0.406701,0,
0.651790752773372,22.87446,71.31825,2.37427,1.100138,1.432996,0.606277,0.2936,0,0,
0.65562481602498,24.27646,71.71594,0.433189,1.737121,1.579798,0.057206,0.200284,0,0,
0.659458879276588,21.53324,73.18786,2.450431,1.012264,1.432176,0,0.109327,0.274701,0,
0.663292942528196,21.90578,70.26078,1.892246,1.297325,1.623942,0.233658,0.01574,0,2.770526,
0.667127005779805,25.51522,69.42387,0.940292,1.298,2.45006,0,0.248654,0.123911,0,
0.670961069031413,24.39833,70.42902,0.836054,2.184998,1.232118,0.590861,0.198653,0.129972,0,
0.674795132283021,24.07441,71.53318,0.857492,1.518771,1.39389,0.372224,0,0.250034,0,
0.678629195534629,19.93488,75.90705,1.296395,0.78359,1.74426,0.183323,0.1505,0,0,
0.682463258786237,21.34278,73.32323,0.390029,0.920021,1.228045,0.657821,0,0,2.138062,
0.686297322037845,24.77269,72.76241,0.788613,1.024229,0.455831,0,0,0.196235,0,
0.690131385289453,23.68757,72.23129,1.078554,1.059862,1.371391,0,0.176016,0.39532,0,
0.693965448541061,28.28945,67.79905,1.484247,0.860672,1.153485,0,0.26819,0.144904,0,
0.697799511792669,25.78628,70.2393,1.914582,0.582445,0.925134,0,0.381838,0.170416,0,
0.701633575044277,29.50736,67.51978,1.602068,0.673831,0.309328,0.387629,0,0,0,
0.705467638295885,26.37298,70.97355,0.875408,0.949157,0.795426,0,0.033484,0,0,
0.709301701547494,23.51817,73.57137,0.723919,1.000289,0.815656,0,0.003347,0,0.367252,
0.713135764799102,22.21346,71.77186,0.529908,1.601649,0.824491,0.120937,0,0,2.937698,
0.71696982805071,28.09126,68.55781,1.282501,0.973445,0.499174,0.363626,0,0.23219,0,
0.720803891302318,25.70375,70.13422,0.884995,1.219339,1.489642,0.281618,0.286436,0,0,
0.724637954553926,21.48405,75.55824,0.837176,1.158828,0.485208,0,0,0.076888,0.399608,
0.728472017805534,21.83548,74.56376,1.183741,1.267693,0.856853,0.292477,0,0,0,
0.732306081057142,19.93354,76.21304,0.939921,1.856617,1.056877,0,0,0,0,
0.73614014430875,24.72403,72.06795,0.302972,1.458002,1.217026,0,0,0,0.230022,
0.739974207560358,22.21491,74.1572,1.646561,0.271425,0.816898,0,0,0,0.893015,
0.743808270811966,23.1029,72.91294,1.593211,1.268438,1.00857,0,0,0.113935,0,
0.747642334063574,21.83521,73.24808,0.118235,2.671935,0.951122,0,0.248489,0,0.926926,
0.751476397315182,24.4166,72.05153,1.087568,1.062429,0.851282,0.085952,0.444639,0,0,
0.75531046056679,23.10467,73.44519,0.692155,1.083802,0.813027,0.037444,0,0.020919,0.802795,
0.759144523818399,21.79982,71.95508,2.072155,0.567343,1.382085,0,0,0,2.223514,
0.762978587070007,20.88189,74.37141,1.091573,0.792212,0.302766,0,0,0.212118,2.348031,
0.766812650321615,24.68725,72.30887,0.411618,0.80078,1.119649,0.391325,0.193138,0.087373,0,
0.770646713573223,24.0724,72.51627,0.609946,1.616892,0,0.289188,0,0.173318,0.721989,
0.774480776824831,23.74072,74.31248,0.974463,0.672953,0,0.299387,0,0,0,
0.778314840076439,23.85373,73.81057,1.135459,0.339829,0.43209,0,0.206612,0.221715,0,
0.782148903328047,26.43316,71.46455,0.479204,0.452802,0.489154,0.052272,0,0.10418,0.524675,
0.785982966579655,19.82034,75.1535,1.453426,0,0.941337,0,0,0.395564,2.235826,
0.789817029831263,22.72086,72.59834,2.289599,1.27327,0.702539,0.223502,0,0.191886,0,
0.793651093082871,24.20366,72.8708,0.429848,1.876641,0.619046,0,0,0,0,
0.797485156334479,23.2067,74.40325,0.908201,0.46537,0.77467,0,0.184178,0.057627,0,
0.801319219586087,22.01747,73.42587,1.370865,1.732616,0.863244,0.45955,0.019597,0.11079,0,
0.805153282837695,24.66219,73.83891,0.731393,0.1144,0.378399,0,0,0.274714,0,
0.808987346089303,24.22177,71.09943,2.279583,1.32822,0.542853,0,0.528138,0,0,
0.812821409340912,27.36338,70.63641,1.368524,0.409405,0.160442,0,0.061833,0,0,
0.816655472592519,23.91739,73.53939,1.428156,0.665546,0.44952,0,0,0,0,
0.820489535844128,20.95434,76.18703,1.031258,0.747833,0.320846,0.001748,0.069635,0.128278,0.55903,
0.824323599095736,23.33822,73.58844,1.594449,0.681285,0.41229,0.272459,0.112861,0,0,
0.828157662347344,20.68098,74.51608,1.7401,0.496033,0.594707,0.241779,0.261185,0,1.469141,
0.831991725598952,23.1788,73.82183,1.687357,0.539897,0.738238,0,0.033879,0,0,
0.83582578885056,22.91632,74.31573,0.933371,0.601366,0.34173,0.309123,0.350652,0.231705,0,
0.839659852102168,24.77931,72.84351,1.216169,0.796734,0,0,0,0.364271,0,
0.843493915353776,26.05802,72.09352,0.938111,0.683666,0.157482,0,0.069204,0,0,
0.847327978605384,22.97634,72.54996,2.065342,0.955646,0.280732,0.970074,0,0.201907,0,
0.851162041856992,24.71007,72.52598,1.148769,1.495438,0,0.119744,0,0,0,
0.8549961051086,22.22691,75.9798,1.065615,0.559462,0,0,0.168219,0,0,
0.858830168360208,25.53822,70.76402,1.56188,1.118028,0.312469,0.420283,0,0.285099,0,
0.862664231611816,25.45269,71.35239,1.920739,0.512091,0.140419,0.300317,0,0.321358,0,
0.866498294863425,23.22028,73.07394,1.40212,0.717836,0.557974,0,0.104432,0,0.923415,
0.870332358115033,22.26793,75.21354,0.91724,1.2035,0.177975,0,0,0.219823,0,
0.874166421366641,23.01781,73.39185,0.799907,1.020049,0.584337,0.547002,0.51924,0.119806,0,
0.878000484618249,24.18858,72.87152,1.363922,0.552679,0.525939,0.049788,0.038275,0.409298,0,
0.881834547869857,23.20506,73.03184,1.577346,0.827595,0.589404,0.236534,0.083913,0,0.448308,
0.885668611121465,25.36211,71.44528,0.533865,0.994487,0.521513,0.148446,0,0.292655,0.701643,
0.889502674373073,23.64869,73.99314,0.586237,0.480843,1.04611,0,0,0.244975,0,
0.893336737624681,23.39541,73.66344,0.849283,0.487215,0.337273,0,0,0.265256,1.002121,
0.897170800876289,24.34818,73.35577,0.53693,0.677834,0.967548,0,0.007238,0,0.106505,
0.901004864127897,25.70268,70.87945,1.516097,1.327602,0.322132,0,0.067206,0.18483,0,
0.904838927379505,25.444,72.58778,1.101397,0.866817,0,0,0,0,0,
0.908672990631113,22.1539,73.95123,1.249434,1.36097,0.436244,0,0.848227,0,0,
0.912507053882721,24.18901,73.14993,1.119686,0.786991,0.239663,0.514723,0,0,0,
0.916341117134329,25.58257,71.72849,0.886732,0.741309,0.969327,0,0,0.091563,0,
0.920175180385937,22.01895,74.17258,0.575408,1.891841,0.722541,0.485182,0,0.133501,0,
0.924009243637545,22.20983,73.01689,0.941246,0.904306,0.20265,0,0,0,2.725077,
0.927843306889154,21.74596,74.84386,0.502596,1.829947,0.366418,0,0,0,0.711217,
0.931677370140762,25.9692,70.16726,1.773537,0.235906,1.052512,0.314891,0,0.486691,0,
0.93551143339237,20.53215,75.70427,1.303982,0.534455,0.578073,0.145512,0,0.471979,0.729582,
0.939345496643978,26.41821,71.56638,0.655246,0.404492,0.56393,0.17373,0.101914,0.116098,0,
0.943179559895586,23.55352,73.55488,1.332036,0.32683,0.358441,0.406936,0.24009,0.227268,0,
0.947013623147194,21.12359,77.06401,0.748524,0.302245,0.245501,0.342319,0.15418,0.019629,0,
0.950847686398802,20.80801,73.82161,1.841872,0.58043,0.598798,0.52463,0,0,1.824651,
0.95468174965041,25.36202,70.9791,2.035181,1.008421,0.591698,0,0,0.023574,0,
0.958515812902018,25.43314,71.68404,1.34224,0.313195,0.64096,0.210227,0.376198,0,0,
0.962349876153626,22.27063,72.39724,2.215033,1.086318,0.536198,0,0,0.30988,1.184703,
0.966183939405234,22.82208,73.94604,1.188187,1.037264,0.24026,0.480839,0.174533,0.110799,0,
0.970018002656842,23.79715,72.93504,0.867273,1.228474,0.388141,0.515828,0,0.268092,0,
0.973852065908451,25.17805,72.0716,0.403249,1.559777,0.760771,0.026547,0,0,0,
0.977686129160058,18.92112,75.76337,2.08286,2.000556,1.072791,0,0.15931,0,0,
0.981520192411667,26.24022,70.19151,1.397704,0.734715,0.715991,0.309033,0.143739,0.267093,0,
0.985354255663275,19.85007,76.82103,1.430464,0,0.620029,0,0.054591,0.102604,1.121213,
0.989188318914883,23.20045,71.8474,1.524281,1.453082,1.045617,0.234208,0.167171,0.527795,0,
0.993022382166491,24.04338,71.79567,1.270423,1.063127,1.238083,0.524044,0.06527,0,0,
0.996856445418099,22.69882,73.15263,0.610823,1.002545,1.374967,0.654294,0.505925,0,0,
1.00069050866971,23.74232,73.27021,0.613956,1.255213,0.944359,0,0.099666,0.030515,0.043753,
1.00452457192132,24.03789,71.67635,1.0859,1.259198,0.372905,0,0,0,1.567752,
1.00835863517292,22.21461,73.5807,1.775636,1.396278,0.422383,0.098593,0.304353,0,0.207445,
1.01219269842453,23.62373,73.60438,1.196266,1.547474,0,0,0.028157,0,0,
1.01602676167614,21.70786,74.56611,1.308809,1.608112,0.809105,0,0,0,0,
1.01986082492775,21.5491,73.72236,2.108458,1.25086,1.203522,0.1657,0,0,0,
1.02369488817936,24.80037,70.99033,1.552643,1.053623,1.372259,0,0,0.230779,0,
1.02752895143096,22.34487,73.9816,0.961756,1.334336,0.877877,0.263298,0,0.236266,0,
1.03136301468257,23.59391,71.83157,0.803239,2.088573,0.691565,0.506858,0.243981,0.240303,0,
1.03519707793418,23.39281,70.89512,0.888093,1.469382,1.096268,0.407028,0,0,1.851297,
1.03903114118579,24.44884,71.23857,2.186876,0.802968,0.974737,0.346559,0,0.001455,0,
1.0428652044374,23.88639,71.81023,1.58154,0.876542,1.089483,0,0,0.755813,0,
1.046699267689,23.0638,72.53448,1.533957,2.068142,0.771061,0,0.028556,0,0,
1.05053333094061,21.84371,73.2837,1.980372,1.763499,1.005891,0,0,0.122827,0,
1.05436739419222,25.98612,69.43076,1.149234,0.645718,1.107348,0.546924,0.024452,0.038862,1.070578,
1.05820145744383,24.73313,69.5662,0.86189,1.333901,1.423271,1.033191,0.313934,0.734487,0,
1.06203552069544,25.50605,71.53955,0.881239,1.269369,0.58451,0.10106,0.118225,0,0,
1.06586958394704,21.52368,72.98235,1.995996,1.713971,1.070023,0.197411,0.32515,0.191427,0,
1.06970364719865,27.8863,68.49017,1.077983,1.515133,0.977197,0.053224,0,0,0,
1.07353771045026,23.25437,71.29394,1.035176,1.208244,1.468367,0,0.04792,0.011284,1.6807,
1.07737177370187,26.19427,69.60058,1.823662,0.890423,1.149644,0.295187,0.046239,0,0,
1.08120583695348,25.42072,71.056,1.316836,0.72797,1.169365,0.057531,0.251586,0,0,
1.08503990020508,24.65294,71.9577,1.153497,1.174049,1.061824,0,0,0,0,
1.08887396345669,24.75994,71.13345,1.568182,1.483473,0.934686,0,0.103364,0.016906,0,
1.0927080267083,24.30154,71.76749,1.563932,1.436171,0.82431,0.105331,0.001222,0,0,
1.09654208995991,27.1554,69.45792,0.62177,1.53509,1.229814,0,0,0,0,
1.10037615321152,27.73083,69.26591,0.77431,1.443721,0.584699,0,0,0.200534,0,
1.10421021646313,27.22336,67.86948,2.095586,1.684297,0.468051,0,0.252778,0.406448,0,
1.10804427971473,26.06011,70.75922,1.133429,1.710173,0.337068,0,0,0,0,
1.11187834296634,26.69206,69.12873,1.724684,1.364765,0.894124,0,0,0.19563,0,
1.11571240621795,26.62889,68.68533,1.467944,1.539424,0.627259,0.609117,0,0.054898,0.38713,
1.11954646946956,28.08789,68.76043,0.858844,1.104451,0.707646,0.274569,0.077664,0.128505,0,
1.12338053272117,25.38828,71.48674,1.003642,1.178328,0.615076,0,0,0.327934,0,
1.12721459597277,27.60993,69.49925,1.214482,0.892312,0.527205,0.026155,0.019177,0.211489,0,
