Distance (µm),C At%,Si At%,O At%,F At%,K At%,Na At%,Ti At%,Fe At%,B At%,
1.13104865922438,23.64873,71.09612,2.286606,1.909076,0.971446,0,0,0.08803,0,
1.13488272247599,28.70738,66.21854,1.863274,0.813346,0.976818,0.064889,0.168704,0.104069,1.08299,
1.1387167857276,29.86301,66.7523,0.520773,0.940072,0.986793,0.552017,0.255437,0.129608,0,
1.14255084897921,24.58764,72.33322,1.18783,0.748087,0.691794,0,0.450334,0.001096,0,
1.14638491223081,27.92616,68.5058,0.602744,1.712481,0.659148,0.329274,0,0.264391,0,
1.15021897548242,30.58938,64.90842,0.617937,2.41933,0.787131,0.455595,0.222213,0,0,
1.15405303873403,27.89941,67.25523,1.781146,1.86408,1.089603,0.070372,0,0.040155,0,
1.15788710198564,28.55493,64.45,1.700419,0.910608,1.446223,0,0.060445,0.155797,2.721573,
1.16172116523725,29.69716,66.00923,2.187695,1.454152,0.496958,0.154804,0,0,0,
1.16555522848885,29.39492,66.56406,1.729304,1.450766,0.498114,0,0,0.36283,0,
1.16938929174046,32.78294,64.35029,1.124625,0.426173,0.77291,0.194361,0,0.348702,0,
1.17322335499207,29.00417,66.03648,1.293159,1.936259,1.226221,0.084476,0.268196,0.15104,0,
1.17705741824368,30.13837,64.01864,2.900726,1.94987,0.850384,0.14201,0,0,0,
1.18089148149529,30.12732,63.58681,3.245785,1.631188,0.952342,0,0.245101,0.211449,0,
1.18472554474689,28.8816,64.79045,2.170873,1.620373,1.86825,0.475192,0,0.193254,0,
1.1885596079985,26.30907,68.37126,2.163957,1.415575,1.28142,0.030426,0.079236,0.349048,0,
1.19239367125011,30.09469,64.04054,1.65027,2.547635,1.196785,0.16603,0.304045,0,0,
1.19622773450172,28.78948,66.04411,1.701205,1.87469,1.367889,0,0,0.222623,0,
1.20006179775333,28.61727,62.27424,3.637188,1.822441,1.749505,0.097519,0.019709,0,1.782126,
1.20389586100493,30.97602,60.81894,4.320428,2.118575,1.51195,0.087084,0.167007,0,0,
1.20772992425654,27.62261,64.26124,3.995539,2.435298,1.685311,0,0,0,0,
1.21156398750815,27.02922,63.16125,3.794391,1.828462,1.723159,0,0,0,2.463523,
1.21539805075976,36.16381,57.08485,1.467278,2.779922,1.940429,0,0.118848,0.444861,0,
1.21923211401137,33.03586,59.34069,2.523579,3.6123,1.248569,0.17385,0.026892,0.038259,0,
1.22306617726298,33.24254,58.78127,3.145541,1.810077,1.810445,0.264312,0.189578,0.396614,0.359629,
1.22690024051458,25.49791,64.86827,5.376232,2.652379,1.45932,0.097013,0,0.04888,0,
1.23073430376619,30.00613,59.10896,5.863393,2.092362,1.967133,0.792063,0.169964,0,0,
1.2345683670178,31.0135,59.29285,6.549165,1.147195,1.841665,0,0,0.155627,0,
1.23840243026941,27.62157,62.73877,5.968775,1.040268,1.627076,0.055975,0.260137,0.687432,0,
1.24223649352102,28.18846,61.71134,5.730374,1.964756,1.77658,0.223878,0.032597,0.372015,0,
1.24607055677262,22.8798,68.8054,4.847643,1.714904,1.509139,0.24311,0,0,0,
1.24990462002423,22.99481,69.73814,3.794097,1.785266,1.284103,0,0.019561,0,0.384029,
1.25373868327584,28.25721,63.874,3.880253,1.809756,1.551148,0.33361,0,0.294028,0,
1.25757274652745,22.27102,68.69395,2.930729,1.135323,1.56719,0.787247,0.081235,0.011893,2.521411,
1.26140680977906,22.88552,68.41364,2.764508,1.534382,1.192013,0.315644,0,0.305921,2.588376,
1.26524087303066,21.77916,69.22656,3.91048,1.435532,1.836412,0,0,0.378741,1.433117,
1.26907493628227,21.33438,72.10798,1.903359,2.538397,1.798249,0.293092,0,0.024541,0,
1.27290899953388,20.65553,71.21515,4.839524,1.47663,1.228792,0.298861,0,0.285518,0,
1.27674306278549,18.77684,69.87619,3.627006,1.555316,2.491584,0,0,1.118024,2.555041,
1.2805771260371,17.48798,76.60262,2.131883,1.645293,1.702903,0.232006,0,0.197322,0,
1.2844111892887,16.2156,73.67871,3.791943,2.354572,1.543455,0,0,0.187231,2.228489,
1.28824525254031,20.4462,70.87148,3.374045,1.765542,2.107152,0,0.244132,0.073157,1.118286,
1.29207931579192,19.67879,75.33264,2.422284,0.888627,1.448052,0,0,0.229605,0,
1.29591337904353,19.71189,74.55659,2.918954,0.826415,1.617668,0,0,0.368491,0,
1.29974744229514,20.68959,72.44858,1.946892,1.626764,1.420367,0.862906,0.325144,0,0.67976,
1.30358150554674,16.55451,77.36715,2.987702,1.536158,1.197936,0,0,0.356547,0,
1.30741556879835,18.23191,76.05321,2.151323,1.223838,1.312291,0.94095,0,0.086481,0,
1.31124963204996,16.70613,77.60901,2.483014,1.301417,1.741895,0,0.11614,0.042401,0,
1.31508369530157,14.99056,79.13206,2.176178,2.001056,1.11767,0.041091,0.541389,0,0,
1.31891775855318,15.12864,75.92507,2.563917,1.601672,1.494626,0.45491,0,0,2.831157,
1.32275182180479,16.7182,76.78703,2.711309,1.855553,1.344969,0,0.266162,0.011871,0.304912,
1.32658588505639,17.75542,76.78282,2.211046,1.410299,1.51478,0,0,0.325636,0,
1.330419948308,20.82336,72.83406,1.864764,2.09715,2.297963,0,0.07274,0.009962,0,
1.33425401155961,18.33238,76.55221,0.898626,2.187618,1.663361,0.360013,0.005797,0,0,
1.33808807481122,19.81474,73.47266,2.461056,2.895253,1.283085,0,0.073202,0,0,
1.34192213806283,16.20968,76.02039,3.507596,1.487462,2.324292,0.31151,0.105046,0.034032,0,
1.34575620131443,18.88328,70.33503,4.48073,1.510041,1.329979,0.53936,0.147571,0,2.774004,
1.34959026456604,19.58414,73.84695,2.971073,1.828071,1.160934,0.541014,0,0.067827,0,
1.35342432781765,18.86987,67.81154,4.568724,3.808764,4.089299,0,0,0,0.851811,
1.35725839106926,15.99319,69.77894,4.500152,2.453141,3.00222,0,0.163264,0.285367,3.823723,
1.36109245432087,19.18941,67.26012,6.182451,3.3762,3.208462,0.29386,0.135029,0.354464,0,
1.36492651757247,19.01224,64.84242,5.946103,2.151969,3.309313,0.991623,0.334394,0.681408,2.730528,
1.36876058082408,20.12006,68.74391,3.587196,3.392439,3.678783,0.471845,0,0.005765,0,
1.37259464407569,22.24909,67.86302,3.716044,3.123442,2.544628,0.237414,0.02442,0.241939,0,
1.3764287073273,22.08403,67.80722,2.670064,3.84711,3.440672,0,0,0.150904,0,
1.38026277057891,24.69802,67.53114,3.01354,1.729164,2.151119,0.477863,0.399157,0,0,
1.38409683383051,21.4525,70.12589,3.682216,2.480924,1.95482,0.007552,0,0.206158,0.089943,
1.38793089708212,13.45361,74.76329,3.888985,4.308507,3.585602,0,0,0,0,
1.39176496033373,17.57936,74.11674,2.162983,2.99141,1.92443,0.492496,0,0,0.732582,
1.39559902358534,17.71591,74.43498,3.827248,1.464764,1.881155,0,0,0.675942,0,
1.39943308683695,21.45632,69.71367,2.540428,2.793911,2.856344,0,0.115826,0.523499,0,
1.40326715008855,23.89029,68.71913,2.869565,1.757092,2.268931,0,0,0.341107,0.153883,
1.40710121334016,24.37772,68.19829,2.902192,1.345192,2.178614,0.78641,0,0.211582,0,
1.41093527659177,21.64222,70.56773,1.661171,2.304335,2.459321,0.589578,0,0,0.775653,
1.41476933984338,24.73208,70.32366,0.60685,1.747197,2.082648,0.208,0.299561,0,0,
1.41860340309499,28.12966,64.76083,1.60939,2.386514,1.144546,0.177682,0,0,1.791375,
1.42243746634659,26.95789,67.63364,1.729467,1.909515,1.07926,0.387512,0,0.30271,0,
1.4262715295982,24.61455,69.65715,1.71662,1.974819,1.026817,0.816411,0.193633,0,0,
1.43010559284981,21.72303,72.54092,2.249826,1.192468,2.046942,0,0,0,0.246822,
1.43393965610142,20.12143,70.27811,1.967231,1.595496,1.792418,0.467815,0.260006,0.492684,3.024806,
1.43777371935303,25.63936,70.25755,1.461522,1.012071,0.818496,0.155101,0,0.655899,0,
1.44160778260464,20.53081,75.43155,1.14959,1.644956,0.471018,0.372118,0.169917,0.230048,0,
1.44544184585624,26.92477,66.9586,2.621822,0.737333,1.940085,0.341878,0.061682,0.413829,0,
1.44927590910785,26.13944,69.70457,0.887844,1.256798,1.175834,0.504063,0,0.331456,0,
1.45310997235946,25.20007,69.12989,1.762064,1.973513,1.60081,0.333655,0,0,0,
1.45694403561107,21.80911,72.6792,1.474012,2.160106,1.214721,0.046485,0.257045,0.006682,0.352638,
1.46077809886268,24.82644,69.82879,1.119673,2.056954,1.485199,0.682941,0,0,0,
1.46461216211428,27.97611,68.82999,0.829368,1.2198,0.570228,0,0.253153,0.321351,0,
1.46844622536589,17.84324,74.96414,1.735551,1.672995,2.436965,0.54994,0,0.018658,0.778509,
1.4722802886175,28.62381,67.75522,0.115429,1.387486,1.502888,0.539584,0,0.07558,0,
1.47611435186911,28.35329,66.99623,1.495118,1.920266,0.789316,0.047032,0.398748,0,0,
1.47994841512072,27.01674,68.28128,2.112354,0.727018,1.372438,0.119477,0.061992,0.3087,0,
1.48378247837232,27.42254,67.40881,0.887662,2.199629,1.771759,0.227579,0,0.082016,0,
1.48761654162393,23.54506,71.62038,1.663362,1.871253,0.851886,0.324288,0,0,0.123777,
1.49145060487554,24.51537,70.05642,2.121963,1.264596,1.528368,0.165093,0.229599,0,0.11859,
1.49528466812715,25.40851,70.306,1.2273,0.815167,0.706607,0.140517,0.044103,0.108269,1.243522,
1.49911873137876,24.16917,71.14539,0,1.253848,1.251833,0,0,0,2.179757,
1.50295279463036,22.70873,72.11036,1.629655,1.069406,1.632205,0.440384,0.409263,0,0,
1.50678685788197,22.05539,71.81394,2.712084,1.460372,1.112045,0,0.193389,0,0.652779,
1.51062092113358,29.18824,67.313,1.175157,0.851697,0.775275,0.05025,0.646376,0,0,
1.51445498438519,20.18563,74.20583,1.749623,0.845725,1.025307,0,0.579504,0.256094,1.152281,
1.5182890476368,23.15034,72.15968,1.426401,1.635882,0.957921,0.338656,0,0.331129,0,
1.52212311088841,23.64582,70.68964,0.748039,1.792475,1.421016,0.68081,0,0.280702,0.741504,
1.52595717414001,21.6214,74.61445,1.219957,1.587936,0.678666,0.047881,0.045904,0.183803,0,
1.52979123739162,24.93604,70.92503,1.230154,0.700624,1.196249,0.224384,0.147517,0.639994,0,
1.53362530064323,22.95504,71.93452,1.563391,1.488359,1.261395,0.706449,0.090844,0,0,
1.53745936389484,23.06244,71.02855,1.21065,1.265365,0.981028,0.474821,0.460884,0.329804,1.186457,
1.54129342714645,23.16739,72.11952,0.75895,1.772982,1.285219,0.573174,0,0.322765,0,
1.54512749039805,23.45575,73.11726,1.05956,1.911337,0.244636,0.070439,0.141014,0,0,
1.54896155364966,25.42584,70.37372,0.92818,1.990632,0.840666,0.24625,0.058829,0.135886,0,
1.55279561690127,25.04026,71.52248,1.498655,0.782598,0.662738,0,0.160939,0.296774,0.035559,
1.55662968015288,22.87451,72.45129,1.662464,2.013162,0.803643,0,0,0.194926,0,
1.56046374340449,22.80287,71.67725,1.549086,1.697751,1.286141,0.414949,0,0.571951,0,
1.56429780665609,25.28671,72.42267,0.529975,0.66525,0.724653,0.277863,0,0.092881,0,
1.5681318699077,26.50703,70.87591,1.535943,0.044273,0.639629,0.272109,0,0.125104,0,
1.57196593315931,21.44597,70.4131,0.970242,1.417361,1.032965,0.16249,0,0.057003,4.500875,
1.57579999641092,22.21385,74.50848,1.674638,0.523451,0.968046,0,0.052498,0.059037,0,
1.57963405966253,28.30909,68.04396,0.543962,1.132198,0.474819,0.43439,0,0,1.06158,
1.58346812291413,23.94401,73.97258,0.121472,0.940322,1.021618,0,0,0,0,
1.58730218616574,22.32994,73.74236,0.709614,0.947976,0,0.480941,0.21311,0.026056,1.550001,
1.59113624941735,24.90156,72.17047,1.581861,0.833175,0.314938,0.187163,0,0.010831,0,
1.59497031266896,21.82486,74.05453,1.022977,0.765864,1.256301,0.671923,0.403546,0,0,
1.59880437592057,26.28791,69.68631,0.971631,1.350469,1.210565,0.295632,0,0.197482,0,
1.60263843917217,22.40791,74.66114,1.020335,1.072488,0.199554,0.638573,0,0,0,
1.60647250242378,24.9861,72.40025,0.984836,0.073711,0.709588,0.569523,0.048379,0.227619,0,
1.61030656567539,22.63741,73.14126,1.026197,1.878479,0.668559,0.493756,0,0.154344,0,
1.614140628927,24.00316,72.85719,0.509234,1.199722,1.059247,0.371447,0,0,0,
1.61797469217861,27.03209,70.83305,0.559827,0.639607,0.667605,0,0,0.267825,0,
1.62180875543021,24.75098,71.74612,1.496919,1.190295,0.499104,0.101911,0,0.214665,0,
1.62564281868182,25.70603,70.24533,1.194545,1.735717,1.118376,0,0,0,0,
1.62947688193343,25.2086,73.62771,0.646867,0.23247,0.284354,0,0,0,0,
1.63331094518504,23.56016,73.23044,1.778546,0.498228,0.346882,0.104232,0,0.481517,0,
1.63714500843665,26.7394,70.53728,0.102275,1.071132,1.042285,0.0703,0,0,0.43732,
1.64097907168826,25.43476,70.77946,2.102746,0.978029,0.41763,0,0,0.287375,0,
1.64481313493986,20.87213,76.65497,1.047668,0.75441,0.620077,0.050741,0,0,0,
1.64864719819147,19.55429,75.33631,1.139158,0.244983,0.725512,0,0.601955,0.120793,2.277003,
1.65248126144308,25.64221,71.40558,1.500943,0.980831,0.089559,0.380884,0,0,0,
1.65631532469469,22.38208,74.38998,0.831235,1.51824,0.082807,0.480786,0,0.314872,0,
1.6601493879463,21.60588,75.6118,0.381527,1.743587,0.266468,0.296494,0.094242,0,0,
1.6639834511979,21.8209,75.04804,1.687487,0.712332,0.447994,0.120784,0,0.162466,0,
1.66781751444951,22.58146,75.03712,0.613825,0.818968,0.803151,0.145478,0,0,0,
1.67165157770112,24.7278,73.68016,0.449026,0.297025,0.486616,0.058776,0.086673,0.213922,0,
1.67548564095273,21.75564,75.59486,0.448406,1.470955,0.73014,0,0,0,0,
1.67931970420434,22.46335,74.61846,0,0.901906,0.846118,0,0.070317,0.060849,1.038992,
1.68315376745594,19.8819,77.03629,0.461808,0.624468,0.898546,0.315769,0,0,0.781217,
1.68698783070755,23.9395,73.42184,0,1.093046,0.841689,0.48375,0.049261,0.170916,0,
1.69082189395916,22.16089,75.09313,0.452566,0.57582,0.93785,0.429923,0.349814,0,0,
1.69465595721077,21.93817,76.77308,0.82244,0,0.466309,0,0,0,0,
1.69849002046238,22.12045,75.08746,1.086864,0.011187,0.372047,0.014879,0.153521,0.575589,0.578001,
1.70232408371398,27.59186,70.05359,0.59618,0.969928,0.468232,0,0.021199,0.299013,0,
1.70615814696559,23.64392,70.94514,1.96314,0.840645,0,0.156513,0.508486,0,1.942162,
1.7099922102172,19.43696,76.51903,1.921538,0.321442,0.416897,0,0.174201,0.39011,0.819822,
1.71382627346881,23.19007,74.7773,0.252436,1.631947,0,0.113455,0,0.034791,0,
1.71766033672042,22.82102,75.01117,0.442353,0.853646,0.521496,0.199196,0,0.151126,0,
1.72149439997202,24.85427,72.6544,1.240766,1.132878,0.102637,0.015046,0,0,0,
1.72532846322363,22.27922,74.95039,1.089005,0.967171,0.260532,0.263104,0,0.190579,0,
1.72916252647524,21.41631,75.61378,0,0.88634,0.130575,0.157676,0.212171,0.007265,1.575889,
1.73299658972685,26.84121,71.22517,0.0296,1.151686,0.376657,0,0.206678,0.168989,0,
1.73683065297846,24.24168,71.39601,1.082804,1.591489,0.639897,0.287769,0,0,0.760349,
1.74066471623007,25.14987,72.99151,0.169853,0.858787,0.272991,0.46376,0,0.093233,0,
1.74449877948167,21.31067,74.47323,0.551168,0.721118,0.296839,0.20185,0.149388,0.019221,2.276516,
1.74833284273328,21.26852,75.295,0.863664,1.062688,0,0.665784,0.259651,0.209824,0.374868,
1.75216690598489,24.40604,73.62666,0.059873,0.794166,0.463941,0.097429,0.016788,0.054769,0.48033,
1.7560009692365,25.65714,72.47793,0.272511,0.581654,0.380208,0,0,0.630561,0,
1.75983503248811,19.39783,77.40546,0.90009,0.951098,0.772889,0.430985,0.141649,0,0,
1.76366909573971,19.3872,77.149,1.082563,0.669424,0.147741,0.197749,0,0,1.366319,
1.76750315899132,21.69926,75.41798,1.744967,0,0.702554,0.064224,0,0.371019,0,
1.77133722224293,23.71458,74.25175,1.906189,0,0.03797,0.063179,0,0.026326,0,
1.77517128549454,18.89512,78.9138,0.872435,0.565769,0.320049,0.271509,0,0.161319,0,
1.77900534874615,21.83128,76.39101,0,0.684055,0.615067,0.173291,0,0.305298,0,
1.78283941199775,23.56928,74.3499,0.869145,0.44892,0.461196,0,0,0,0.30156,
1.78667347524936,21.47502,74.4202,1.389634,1.296397,0.614311,0.49974,0,0,0.304694,
1.79050753850097,26.72106,71.23638,0.686577,0.971007,0.130878,0,0.254098,0,0,
1.79434160175258,20.9049,75.37247,1.407811,1.44111,0.283622,0.590084,0,0,0,
1.79817566500419,20.8515,76.22715,1.613937,1.204122,0,0,0,0.103298,0,
1.80200972825579,20.91842,76.50951,1.334743,0.480386,0.544181,0,0.069671,0.143097,0,
1.8058437915074,19.55139,79.05376,0.01322,0.248306,0.330791,0.356073,0.228935,0.217519,0,
1.80967785475901,22.51937,72.85851,0.543836,0.840453,0.253391,0.457563,0.468122,0,2.058745,
1.81351191801062,20.61731,76.9771,1.332043,0.27974,0.560079,0.212555,0,0.021175,0,
1.81734598126223,18.66798,78.28619,0.964977,1.193194,0.060096,0.827556,0,0,0,
1.82118004451383,25.31323,72.92336,1.129912,0.347082,0.281832,0.004596,0,0,0,
1.82501410776544,19.85427,79.07693,0.283301,0.612642,0.147741,0,0,0.025126,0,
1.82884817101705,21.26868,76.73943,1.161559,0.064208,0.31379,0,0,0.452339,0,
1.83268223426866,26.03373,71.22701,1.544065,0.28493,0.276543,0.384109,0.085666,0.163943,0,
1.83651629752027,24.78027,73.94774,0.315275,0.295232,0.387298,0.198796,0.075388,0,0,
1.84035036077187,22.80611,74.92207,1.537042,0.05013,0.015909,0,0.162802,0,0.505935,
1.84418442402348,19.64793,76.67908,1.635952,1.33845,0,0.331949,0.216753,0.149881,0,
1.84801848727509,19.72791,78.12369,0.265555,0,0.167741,0.091993,0,0,1.623119,
1.8518525505267,22.51238,76.58781,0.287846,0.323954,0.093388,0.001762,0.019787,0,0.17307,
1.85568661377831,23.86856,74.88704,0.158957,0,0.121654,0.283717,0,0,0.680077,
1.85952067702992,21.17398,75.77661,0.461149,1.63382,0.000193,0,0.277532,0,0.676712,
1.86335474028152,22.80845,76.39882,0.194935,0,0.510392,0.087408,0,0,0,
1.86718880353313,23.57075,75.30992,0.685347,0.433982,0,0,0,0,0,
1.87102286678474,25.04246,73.28112,0.751657,0.055501,0.368912,0.142971,0.070578,0.286804,0,
1.87485693003635,23.61291,74.02794,0.633487,1.088435,0.412073,0.073213,0,0,0.151942,
1.87869099328796,20.59079,78.47768,0.543476,0,0.312089,0,0.009239,0.066723,0,
1.88252505653956,24.53717,72.99408,0.162721,1.789073,0.437705,0,0,0.079251,0,
1.88635911979117,21.18556,75.53371,0.964303,0.251395,0.654671,0.61889,0,0.253219,0.538252,
1.89019318304278,23.04631,75.75598,0.56156,0.15174,0,0.355803,0.128599,0,0,
1.89402724629439,21.2382,76.06981,0.93515,0.610179,0.02983,0.52826,0.367171,0.221398,0,
1.897861309546,26.39693,72.50486,0.419653,0,0.341026,0,0.315673,0.021852,0,
1.9016953727976,21.68998,75.87563,0.190441,1.090703,0.22523,0.182127,0.013601,0.292965,0.439324,
1.90552943604921,18.74082,78.37227,0.436472,0.772479,0.195707,0.3451,0.712583,0.424566,0,
1.90936349930082,22.99032,75.31943,1.245382,0.066211,0.313377,0.065288,0,0,0,
1.91319756255243,23.63579,73.73543,0.971049,0,0.004484,0.276444,0.423797,0.478565,0.474436,
