Distance (µm),O At%,F At%,Si At%,K At%,C At%,Na At%,
0.358912846685862,1.780412,2.18268,73.82355,1.391739,20.76465,0.056965,
0.360487025837993,0.620452,3.032231,76.869,1.264013,18.21431,0,
0.362061204990124,1.637365,2.05272,76.00009,1.998258,18.13114,0.180427,
0.363635384142255,1.423555,2.481696,76.13937,1.756567,18.00916,0.189647,
0.365209563294386,1.908403,3.201154,75.67605,1.048509,17.93762,0.228266,
0.366783742446517,1.188725,1.399951,74.24204,1.438888,21.52897,0.201429,
0.368357921598648,2.524733,2.221565,74.57825,1.662311,18.57999,0.433153,
0.369932100750779,1.895964,2.562457,76.07397,1.473424,17.99418,0,
0.37150627990291,0.992781,2.978019,75.93079,1.158165,18.94024,0,
0.373080459055041,1.347935,2.662726,77.23952,1.786186,16.8455,0.118133,
0.374654638207172,1.632304,2.384943,77.18255,1.734426,17.06577,0,
0.376228817359303,2.951366,2.198621,76.96935,1.69012,15.77291,0.417633,
0.377802996511434,1.801386,2.777187,76.14349,1.144057,17.82523,0.308652,
0.379377175663565,2.637042,2.30476,72.69762,2.727176,19.53036,0.103032,
0.380951354815696,3.037865,1.764265,74.83256,1.844774,18.52054,0,
0.382525533967827,1.677862,2.720034,75.01157,1.55368,19.03685,0,
0.384099713119958,2.380703,3.166148,72.21414,1.488313,20.75069,0,
0.385673892272089,2.762775,2.686692,76.73493,1.714576,16.10103,0,
0.38724807142422,1.644873,3.126409,74.81372,1.955911,18.45909,0,
0.388822250576351,2.174768,3.091938,74.40028,2.148098,17.91633,0.268592,
0.390396429728482,1.290623,2.859782,77.09971,2.011624,16.72188,0.016386,
0.391970608880612,1.976595,2.781608,74.18781,1.885249,19.16874,0,
0.393544788032743,1.935229,3.517682,74.53081,1.954253,18.06203,0,
0.395118967184874,2.424441,1.841939,75.064,2.350486,17.96121,0.357926,
0.396693146337005,2.227883,3.428322,75.89028,2.011553,16.44197,0,
0.398267325489136,1.779114,2.904148,71.59698,2.449134,21.0545,0.216127,
0.399841504641267,2.148122,2.797559,74.03693,1.894387,19.01658,0.106423,
0.401415683793398,2.223764,3.276384,71.86147,1.97897,20.45507,0.204349,
0.402989862945529,1.280032,2.478716,74.01698,2.096537,20.12773,0,
0.40456404209766,2.276493,2.843084,74.84822,1.96474,18.06746,0,
0.406138221249791,2.493902,2.368937,71.97169,2.429981,20.46848,0.267007,
0.407712400401922,1.53767,3.637011,75.00182,2.826672,16.99683,0,
0.409286579554053,2.347718,3.401229,74.18055,2.055336,17.81983,0.195339,
0.410860758706184,2.095028,1.535078,77.20673,2.141055,17.0221,0,
0.412434937858315,2.898536,2.88407,76.61976,3.366365,14.10583,0.125439,
0.414009117010446,2.050771,3.257762,75.14096,2.775777,16.77473,0,
0.415583296162577,1.775985,3.619547,77.08508,1.719533,15.76295,0.036908,
0.417157475314708,2.054161,3.568624,71.66498,2.689333,19.61229,0.410614,
0.418731654466839,2.335361,2.133178,70.20915,3.200413,21.50649,0.615406,
0.42030583361897,2.414062,2.455991,72.09589,2.222475,20.2322,0.579376,
0.421880012771101,1.193918,2.746866,73.85392,2.471497,19.7338,0,
0.423454191923232,1.814575,2.999892,75.34565,2.315566,17.45839,0.065933,
0.425028371075363,3.270128,2.240798,72.2202,2.233794,19.99164,0.043444,
0.426602550227494,2.459188,3.548904,73.79278,2.510035,17.68909,0,
0.428176729379625,3.0347,2.937628,76.80168,3.174634,13.97046,0.080893,
0.429750908531756,2.288006,3.254598,72.06105,2.66536,19.64366,0.087324,
0.431325087683887,2.629107,3.407891,75.1197,2.017746,16.48538,0.340174,
0.432899266836018,2.237357,2.911492,73.29294,2.54934,19.00887,0,
0.434473445988149,2.414521,4.496312,73.05803,2.534119,17.49702,0,
0.43604762514028,1.441282,3.815465,71.19079,2.95306,20.59941,0,
0.437621804292411,2.034444,2.672133,74.83245,3.588114,16.87286,0,
0.439195983444542,2.22534,2.5462,71.98633,2.698129,20.39366,0.150346,
0.440770162596673,1.717043,3.281246,70.81541,2.80355,20.93634,0.446408,
0.442344341748804,3.474037,3.774755,70.90538,2.956129,18.47227,0.417426,
0.443918520900935,2.716401,3.126671,68.68226,3.050843,21.70627,0.717553,
0.445492700053066,2.830881,3.50893,74.76818,3.016353,15.75991,0.115744,
0.447066879205197,4.157742,3.537474,69.89231,3.008649,19.40382,0,
0.448641058357328,1.897106,4.016013,69.44767,3.653093,20.9844,0.001718,
0.450215237509459,3.039849,4.11932,70.73135,3.031258,18.90752,0.170706,
0.45178941666159,2.467504,4.864973,69.05647,4.072253,19.5388,0,
0.453363595813721,2.768394,3.738054,70.94168,3.403455,19.14841,0,
0.454937774965852,1.264922,4.19569,69.34547,3.272792,21.92113,0,
0.456511954117983,2.412566,4.567571,69.34076,2.863628,20.4992,0.316272,
0.458086133270114,1.690173,5.368377,66.54903,3.69208,22.41733,0.283014,
0.459660312422245,3.123273,3.458499,70.99557,3.358124,18.57901,0.485515,
0.461234491574376,3.422862,4.020401,71.58567,3.115258,17.85581,0,
0.462808670726507,3.240066,4.882329,69.92005,3.443983,18.31123,0.202336,
0.464382849878638,2.016651,4.507553,71.72723,2.912209,18.80781,0.028547,
0.465957029030769,2.703172,4.330388,68.86642,4.94635,18.96002,0.193645,
0.4675312081829,2.601474,4.42484,71.3039,3.344728,18.25997,0.065093,
0.46910538733503,3.174992,4.474989,68.31974,4.384057,19.62762,0.018595,
0.470679566487161,3.27097,5.755254,67.55245,2.760982,20.58972,0.07062,
0.472253745639292,3.735201,4.010739,68.96519,4.367283,18.35761,0.563983,
0.473827924791423,2.735903,4.073131,69.77046,3.366275,19.58072,0.473504,
0.475402103943554,2.601435,4.34383,70.28568,3.121729,19.64733,0,
0.476976283095685,3.150357,5.237739,67.21628,4.741566,19.42277,0.231291,
0.478550462247816,3.295765,3.755875,67.60345,4.100746,21.24416,0,
0.480124641399947,2.276216,5.324744,67.17262,4.204405,20.59377,0.428237,
0.481698820552078,2.327966,4.136513,68.10274,3.724269,21.60251,0.106005,
0.483272999704209,2.462281,5.1116,71.80511,3.96613,16.65487,0,
0.48484717885634,3.199585,4.002579,66.44354,5.156319,20.82401,0.373968,
0.486421358008471,1.934438,5.556947,67.15437,4.887467,20.46678,0,
0.487995537160602,2.715435,5.239929,70.57103,4.129835,17.34377,0,
0.489569716312733,3.566854,4.006054,65.57422,4.540315,22.26545,0.047112,
0.491143895464864,3.862507,4.874598,66.70864,4.364961,20.1893,0,
0.492718074616995,2.822596,5.471927,71.63734,4.878301,15.18983,0,
0.494292253769126,3.152874,4.003619,69.16009,5.288408,18.39502,0,
0.495866432921257,5.11097,4.650384,67.2291,5.856626,17.15292,0,
0.497440612073388,4.119094,3.822007,67.49615,4.097457,20.33947,0.125826,
0.499014791225519,3.47086,4.242819,65.73834,5.491009,20.92032,0.136644,
0.50058897037765,2.862637,5.26337,64.59064,5.521818,21.22768,0.533851,
0.502163149529781,3.919002,4.751462,64.44698,5.18643,21.36497,0.331154,
0.503737328681912,2.651191,5.602367,66.71673,5.171767,19.65822,0.199729,
0.505311507834043,2.807371,6.740556,66.12038,5.598652,18.47495,0.258092,
0.506885686986174,2.705811,4.780431,65.47382,5.664782,21.00524,0.369918,
0.508459866138305,3.799623,6.589684,65.43443,5.989429,18.18684,0,
0.510034045290436,2.893072,5.718826,64.93378,5.751817,20.70251,0,
0.511608224442566,3.024832,5.875661,63.84927,4.796034,22.4542,0,
0.513182403594698,3.305662,6.691601,66.70902,6.089494,17.06537,0.138849,
0.514756582746828,4.38108,6.164388,63.14917,5.96956,20.33581,0,
0.516330761898959,3.697881,5.054774,67.62952,5.617661,18.00017,0,
0.517904941051091,3.732853,6.580491,61.74755,5.464132,22.05665,0.418323,
0.519479120203221,3.851193,5.45346,63.87505,5.283943,21.53635,0,
0.521053299355352,4.888228,6.093619,60.37624,7.031562,21.61035,0,
0.522627478507484,3.031496,6.006254,63.8426,6.750514,20.36913,0,
0.524201657659615,4.286328,5.768525,64.35638,6.510199,18.97541,0.103159,
0.525775836811746,4.343237,5.489494,64.3625,6.380315,19.0611,0.363354,
0.527350015963877,4.562892,6.115947,62.22808,6.879652,19.89121,0.322217,
0.528924195116007,4.376632,6.6219,62.11597,5.976518,20.4255,0.483479,
0.530498374268138,5.299085,5.689268,66.69617,6.010391,16.30508,0,
0.532072553420269,3.317434,6.626392,65.82495,6.500917,17.73031,0,
0.5336467325724,3.204048,8.100261,62.39024,7.74298,18.49571,0.06676,
0.535220911724531,4.862946,8.572007,58.87102,7.462758,20.23127,0,
0.536795090876662,4.305131,7.771452,61.91547,7.415026,18.35702,0.235902,
0.538369270028793,5.116477,7.393277,64.46216,8.527941,14.23718,0.26296,
0.539943449180924,5.779773,6.950883,63.94555,7.469323,15.38953,0.464946,
0.541517628333055,6.722906,8.032347,65.36594,6.579275,13.02807,0.271456,
0.543091807485186,5.467115,7.926309,62.54993,8.835342,15.2213,0,
0.544665986637317,4.905619,7.626758,63.09632,8.986472,15.10489,0.279945,
0.546240165789448,6.635965,7.10369,63.13319,8.149942,14.36952,0.607692,
0.547814344941579,4.683243,8.018974,61.63615,8.42489,17.23674,0,
0.54938852409371,4.258836,7.207919,67.14873,8.700774,12.68374,0,
0.550962703245841,4.798515,8.033508,64.84174,9.005478,12.76602,0.554742,
0.552536882397972,4.795096,7.898926,66.77014,9.632999,10.90283,0,
0.554111061550103,5.533984,7.351035,62.07069,9.783587,15.18179,0.078908,
0.555685240702234,5.204091,7.904718,65.59389,7.644738,13.65256,0,
0.557259419854365,4.852881,6.572475,67.60484,8.694985,12.05994,0.21487,
0.558833599006496,4.512764,9.466166,66.9711,9.049376,9.861447,0.139146,
0.560407778158627,5.11057,7.460753,65.46395,9.960136,11.73153,0.273058,
0.561981957310758,4.744596,7.283563,64.25104,9.206016,14.46622,0.048575,
0.563556136462889,5.245315,9.221585,63.44743,9.762146,12.32352,0,
0.56513031561502,4.592414,8.402145,64.71786,8.547492,13.7401,0,
0.566704494767151,4.890374,8.261683,63.697,9.308483,13.84246,0,
0.568278673919282,5.788083,8.661443,62.45683,8.695805,13.97815,0.419687,
0.569852853071413,4.532559,8.958005,61.89469,8.911825,15.70292,0,
0.571427032223544,5.558578,7.521116,58.985,10.07297,17.72155,0.14078,
0.573001211375675,6.255169,6.417521,61.64185,9.497975,16.18749,0,
0.574575390527806,5.960511,9.002903,61.16801,9.608808,14.25976,0,
0.576149569679937,5.934975,8.574487,62.06524,10.2746,13.08152,0.069184,
0.577723748832068,4.690692,9.794722,60.30703,9.863513,15.34404,0,
0.579297927984199,7.711004,8.261345,57.80907,10.36265,15.61874,0.237194,
0.58087210713633,5.796924,7.198511,58.07477,11.95337,16.71458,0.261837,
0.582446286288461,6.856197,9.778714,60.19707,10.74662,12.32141,0.09999,
