Distance (µm),O Wt%,F Wt%,Si Wt%,K Wt%,C Wt%,Na Wt%,
0.584020465440591,3.357901,6.912617,63.78537,19.68894,6.100488,0.154684,
0.585594644592723,4.449013,6.816327,65.42476,15.19301,7.73353,0.383363,
0.587168823744853,3.26285,5.9641,64.39559,17.96046,8.416996,0,
0.588743002896985,3.796964,7.46377,63.7801,16.36514,8.195779,0.398249,
0.590317182049116,4.414016,6.837859,62.80831,16.01949,9.381355,0.538976,
0.591891361201246,3.465048,6.18099,63.35007,17.84875,9.144608,0.010535,
0.593465540353377,4.032944,6.403883,62.72738,16.23923,10.53098,0.065587,
0.595039719505508,3.736597,5.478609,63.63932,17.56012,9.509027,0.076324,
0.596613898657639,3.837021,6.297238,62.05527,19.48372,8.259849,0.066897,
0.59818807780977,4.00053,7.014872,61.92756,15.94666,10.68433,0.426055,
0.599762256961901,4.632859,6.755109,61.60123,15.44727,11.16678,0.396744,
0.601336436114032,4.058093,6.18272,60.38292,18.19897,11.17056,0.006746,
0.602910615266163,4.566416,6.055695,59.56387,18.17081,11.64321,0,
0.604484794418294,5.550406,6.679039,59.82926,17.61068,10.29436,0.036255,
0.606058973570425,3.540819,6.484153,61.80806,16.99359,11.17339,0,
0.607633152722556,4.166579,6.729059,56.41078,21.12759,11.52695,0.039044,
0.609207331874687,4.066463,7.630772,57.753,18.39268,12.15708,0,
0.610781511026818,4.038351,6.700156,56.36868,21.34695,11.3183,0.227564,
0.612355690178949,3.660047,7.042544,58.09075,18.04332,13.07545,0.087896,
0.61392986933108,3.929682,6.981433,57.29442,15.94358,15.37681,0.474068,
0.615504048483211,4.398936,6.266678,56.76117,20.78321,11.74672,0.043286,
0.617078227635342,4.657505,7.188483,57.92865,17.93433,12.29102,0,
0.618652406787473,3.268981,7.714249,58.84296,18.95506,11.21875,0,
0.620226585939604,3.494883,7.370995,59.63946,17.58333,11.87452,0.036811,
0.621800765091735,3.651696,6.520071,57.98454,17.97436,13.15022,0.719108,
0.623374944243866,3.973556,6.8224,55.94558,18.79963,14.30329,0.155546,
0.624949123395997,3.844977,6.553094,54.24219,19.19152,15.51429,0.653933,
0.626523302548128,3.1954,7.240126,57.25988,17.40777,14.89683,0,
0.628097481700259,3.65996,6.911535,56.39111,18.16443,14.87297,0,
0.62967166085239,4.523566,6.244385,54.58045,18.49134,16.06099,0.099265,
0.631245840004521,4.421576,6.46745,55.81322,18.55633,14.31732,0.424105,
0.632820019156652,3.947313,7.01502,56.16906,18.25435,14.39212,0.222133,
0.634394198308783,3.800355,7.302121,54.07748,17.50819,17.31185,0,
0.635968377460914,3.356599,6.8935,55.23153,16.84716,17.57233,0.098883,
0.637542556613044,3.427709,6.198594,55.47833,20.08569,14.54602,0.263661,
0.639116735765176,5.023482,6.36345,54.44892,15.71195,17.8962,0.556001,
0.640690914917306,4.121138,7.300416,51.47672,19.23336,17.75971,0.108657,
0.642265094069438,3.975946,6.137194,56.21968,20.41294,12.96657,0.287669,
0.643839273221569,5.257836,6.426105,55.16818,17.77551,15.16665,0.205723,
0.6454134523737,4.56288,5.291909,57.69543,17.10895,14.90962,0.431213,
0.646987631525831,5.178195,5.024625,52.79135,20.17785,16.82797,0,
0.648561810677961,4.045467,6.728531,54.84694,16.82621,16.86772,0.685134,
0.650135989830093,5.398072,5.859675,55.00885,18.44729,15.28611,0,
0.651710168982224,5.1785,7.274408,56.31638,18.03122,13.19949,0,
0.653284348134354,4.041974,7.047017,54.77567,19.02588,14.47453,0.634924,
0.654858527286485,4.726439,7.63021,56.10564,19.16669,12.17794,0.193076,
0.656432706438616,4.741587,5.857584,54.92633,20.20943,14.26507,0,
0.658006885590747,3.137865,6.961494,59.44539,17.81558,12.43483,0.204847,
0.659581064742878,4.585305,6.40887,55.11167,19.05306,14.11758,0.723512,
0.661155243895009,4.49856,6.613934,55.55399,18.84384,14.30437,0.185306,
0.66272942304714,5.25243,7.990705,54.77971,16.92442,14.8959,0.156839,
0.664303602199271,5.208531,6.717549,56.77203,16.52126,14.53855,0.242086,
0.665877781351402,6.396191,6.429562,57.73613,15.66227,13.33651,0.439337,
0.667451960503533,4.70785,7.297755,55.89526,18.10965,13.59299,0.396493,
0.669026139655664,5.21173,8.249849,55.78157,16.5473,14.20955,0,
0.670600318807795,6.068683,6.30546,56.60799,17.54608,13.16301,0.308774,
0.672174497959926,6.250679,5.94431,57.7797,16.64095,13.27201,0.112346,
0.673748677112057,4.665849,6.927747,56.09169,16.48229,15.51939,0.313039,
0.675322856264188,4.495879,7.388194,56.22566,17.26691,14.62336,0,
0.676897035416319,5.221516,7.616899,55.28988,18.2626,13.39838,0.210722,
0.67847121456845,5.934906,5.44907,56.48384,20.14773,11.98445,0,
0.680045393720581,4.589909,6.528854,58.49694,16.17304,14.133,0.078259,
0.681619572872712,4.226151,6.230763,55.47578,18.91937,15.14793,0,
0.683193752024843,4.985449,6.340033,56.44785,18.77843,13.08815,0.360084,
0.684767931176974,4.306735,6.091469,59.74806,18.68102,11.09675,0.075956,
0.686342110329105,5.587257,7.243477,56.67589,19.54385,10.94953,0,
0.687916289481236,4.203609,6.32723,55.96357,16.90066,16.24849,0.356438,
0.689490468633367,4.97854,6.277216,55.25692,19.73379,13.51201,0.241525,
0.691064647785498,4.108967,5.681869,59.02752,19.74178,11.22607,0.213797,
0.692638826937629,4.586563,5.955839,58.72864,18.2553,12.34377,0.129887,
0.69421300608976,5.156519,5.263108,59.84716,18.95468,10.7597,0.018838,
0.695787185241891,5.160769,6.031039,55.38641,19.31761,13.66017,0.44401,
0.697361364394022,3.668139,6.263052,56.92504,18.99564,14.01411,0.134021,
0.698935543546153,4.128929,7.135341,56.01799,18.85819,12.98025,0.8793,
0.700509722698284,5.143251,6.280066,55.74303,17.69622,15.03721,0.100227,
0.702083901850415,3.51186,5.880781,62.23083,17.09445,11.28208,0,
0.703658081002546,4.406583,6.011222,58.96342,19.10813,10.84934,0.661304,
0.705232260154677,4.405229,5.088227,60.12828,18.21552,12.16274,0,
0.706806439306808,3.666064,6.786312,58.94772,21.00053,9.441058,0.158316,
0.708380618458939,5.712703,6.268147,56.97275,18.35825,12.68815,0,
0.709954797611069,5.015662,6.338132,59.12736,18.73963,10.77921,0,
0.711528976763201,3.696737,6.352723,57.27767,19.68322,12.82421,0.165446,
0.713103155915331,4.561174,5.53708,59.67716,19.16007,11.06452,0,
0.714677335067462,5.623685,5.4551,57.60432,20.39827,10.63245,0.286183,
0.716251514219593,4.590049,6.400595,60.80519,16.00978,11.98378,0.210608,
0.717825693371724,4.670238,4.697936,59.51891,17.4984,13.39034,0.224178,
0.719399872523855,3.60208,5.620074,58.87599,19.89039,11.76559,0.245872,
0.720974051675986,3.903845,5.08657,60.88418,20.06075,9.635667,0.428992,
0.722548230828117,4.996141,6.159,60.52474,17.85462,10.4655,0,
0.724122409980248,4.601299,4.508383,58.87576,19.64097,12.31573,0.057856,
0.725696589132379,4.739251,4.473927,62.03465,16.76813,11.98404,0,
0.72727076828451,4.805263,4.970119,60.61554,18.53185,10.55221,0.525015,
0.728844947436641,4.426983,5.816749,61.18309,15.98698,12.58619,0,
0.730419126588772,4.347577,5.414982,60.30159,21.66263,8.228999,0.044221,
0.731993305740903,4.118324,5.710972,59.31554,19.17031,11.58046,0.104398,
0.733567484893034,5.036572,4.813848,60.35248,19.47493,10.32217,0,
0.735141664045165,4.217571,4.671056,60.44292,18.24895,12.2751,0.144403,
0.736715843197296,4.632523,4.809666,62.24514,18.07417,10.19951,0.038986,
0.738290022349427,3.904876,5.494684,65.20195,17.04664,8.155965,0.195886,
0.739864201501558,4.186776,5.262374,60.24789,19.79177,10.22448,0.28671,
0.741438380653689,5.114302,4.056754,64.70364,17.21391,8.805743,0.105648,
0.74301255980582,5.82234,4.635947,62.81686,17.28612,9.43874,0,
0.744586738957951,4.347766,2.186563,64.59406,17.91161,10.91983,0.040171,
0.746160918110082,3.760684,4.18668,65.10513,16.27961,10.63445,0.033446,
0.747735097262213,3.873184,4.187502,66.6554,15.33382,9.950099,0,
0.749309276414344,3.910954,2.235002,69.60387,15.86182,8.388345,0,
0.750883455566475,3.099322,3.670652,70.2051,14.78852,7.57977,0.656638,
0.752457634718606,3.612858,3.28423,64.75082,17.88347,9.781443,0.687179,
0.754031813870737,2.452286,3.179367,67.4761,17.53633,8.782022,0.573884,
0.755605993022868,2.41952,2.366651,73.063,15.55578,6.59505,0,
0.757180172174999,2.861233,2.981688,72.31847,13.37819,8.099677,0.360751,
0.75875435132713,2.702356,3.307667,72.69275,14.37644,6.920789,0,
0.76032853047926,3.157633,2.368871,73.85395,15.26864,5.179706,0.171205,
0.761902709631391,2.327446,2.073295,76.24689,15.06574,4.286619,0,
0.763476888783522,1.422689,1.545757,76.80767,15.07856,4.620371,0.524945,
0.765051067935653,2.164145,1.666763,78.26919,13.49073,4.226178,0.18299,
0.766625247087784,2.260262,1.384464,83.19055,10.54806,2.168999,0.447662,
0.768199426239915,2.001474,1.360665,84.38109,9.356059,2.900716,0,
0.769773605392046,1.389603,2.07896,83.8477,10.99329,1.504735,0.185703,
0.771347784544177,0.67354,1.516703,81.73375,12.23855,3.645408,0.19205,
0.772921963696308,1.779084,1.279252,78.83334,15.61246,2.281789,0.21407,
0.774496142848439,1.726588,1.575103,79.29484,12.67329,3.942414,0.787771,
0.77607032200057,2.163716,1.867376,82.33284,11.24644,1.438414,0.951219,
0.777644501152701,1.659976,0.777368,81.98492,13.99732,1.580411,0,
0.779218680304832,1.885718,1.218482,85.64733,10.02937,0.884387,0.33471,
0.780792859456963,1.815346,0.912889,82.72929,11.33973,2.869405,0.333343,
0.782367038609094,2.199717,1.044382,80.8686,12.64215,2.768354,0.476805,
0.783941217761225,2.533554,0.986894,83.33266,10.88824,1.92044,0.338216,
0.785515396913356,1.659099,1.587973,85.42436,10.68817,0.313279,0.327123,
